match_description|match_date|match_venue|match_location|match_result|team_name|innings_order|batsman_name|dismissal_mode|runs|balls|fours|sixes
Kolkata Knight Riders vs Delhi Daredevils, 13th Match - Live Cricket Score, Commentary|2018-04-16|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 71 runs|Kolkata Knight Riders Innings|innings_1|Andre Russell|b Boult|41|12|0|6
Kolkata Knight Riders vs Delhi Daredevils, 13th Match - Live Cricket Score, Commentary|2018-04-16|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 71 runs|Kolkata Knight Riders Innings|innings_1|Shubman Gill|c Chris Morris b Rahul Tewatia|6|5|1|0
Kolkata Knight Riders vs Delhi Daredevils, 13th Match - Live Cricket Score, Commentary|2018-04-16|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 71 runs|Kolkata Knight Riders Innings|innings_1|Tom Curran|c Maxwell b Rahul Tewatia|2|3|0|0
Kolkata Knight Riders vs Delhi Daredevils, 13th Match - Live Cricket Score, Commentary|2018-04-16|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 71 runs|Kolkata Knight Riders Innings|innings_1|Piyush Chawla|c Pant b Rahul Tewatia|0|3|0|0
Kolkata Knight Riders vs Delhi Daredevils, 13th Match - Live Cricket Score, Commentary|2018-04-16|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 71 runs|Kolkata Knight Riders Innings|innings_1|Shivam Mavi|not out|0|0|0|0
Kolkata Knight Riders vs Delhi Daredevils, 13th Match - Live Cricket Score, Commentary|2018-04-16|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 71 runs|Delhi Daredevils Innings|innings_2|Gautam Gambhir (c)|b Shivam Mavi|8|7|1|0
Kolkata Knight Riders vs Delhi Daredevils, 13th Match - Live Cricket Score, Commentary|2018-04-16|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 71 runs|Delhi Daredevils Innings|innings_2|Jason Roy|st Karthik b Chawla|1|3|0|0
Kolkata Knight Riders vs Delhi Daredevils, 13th Match - Live Cricket Score, Commentary|2018-04-16|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 71 runs|Delhi Daredevils Innings|innings_2|Shreyas Iyer|c Nitish Rana b A Russell|4|3|1|0
Kolkata Knight Riders vs Delhi Daredevils, 13th Match - Live Cricket Score, Commentary|2018-04-16|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 71 runs|Delhi Daredevils Innings|innings_2|Rishabh Pant (wk)|c Chawla b Kuldeep Yadav|43|26|7|1
Kolkata Knight Riders vs Delhi Daredevils, 13th Match - Live Cricket Score, Commentary|2018-04-16|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 71 runs|Delhi Daredevils Innings|innings_2|Glenn Maxwell|c Uthappa b Kuldeep Yadav|47|22|3|4
Kolkata Knight Riders vs Delhi Daredevils, 13th Match - Live Cricket Score, Commentary|2018-04-16|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 71 runs|Delhi Daredevils Innings|innings_2|Rahul Tewatia|c A Russell b Tom Curran|1|2|0|0
Kolkata Knight Riders vs Delhi Daredevils, 13th Match - Live Cricket Score, Commentary|2018-04-16|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 71 runs|Delhi Daredevils Innings|innings_2|Vijay Shankar|lbw b Narine|2|4|0|0
Kolkata Knight Riders vs Delhi Daredevils, 13th Match - Live Cricket Score, Commentary|2018-04-16|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 71 runs|Delhi Daredevils Innings|innings_2|Chris Morris|b Narine|2|3|0|0
Kolkata Knight Riders vs Delhi Daredevils, 13th Match - Live Cricket Score, Commentary|2018-04-16|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 71 runs|Delhi Daredevils Innings|innings_2|Mohammed Shami|c A Russell b Narine|7|6|1|0
Kolkata Knight Riders vs Delhi Daredevils, 13th Match - Live Cricket Score, Commentary|2018-04-16|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 71 runs|Delhi Daredevils Innings|innings_2|Shahbaz Nadeem|not out|6|8|0|0
Kolkata Knight Riders vs Delhi Daredevils, 13th Match - Live Cricket Score, Commentary|2018-04-16|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 71 runs|Delhi Daredevils Innings|innings_2|Trent Boult|c & b Kuldeep Yadav|0|2|0|0
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Mumbai Indians Innings|innings_1|Suryakumar Yadav|b Umesh|0|1|0|0
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Mumbai Indians Innings|innings_1|Evin Lewis|c de Kock b CJ Anderson|65|42|6|5
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Mumbai Indians Innings|innings_1|Ishan Kishan (wk)|b Umesh|0|1|0|0
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Mumbai Indians Innings|innings_1|Rohit Sharma (c)|c Chris Woakes b CJ Anderson|94|52|1|5
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Mumbai Indians Innings|innings_1|Krunal Pandya|run out (Chris Woakes/CJ Anderson)|15|12|1|1
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Mumbai Indians Innings|innings_1|Kieron Pollard|c de Villiers b Chris Woakes|5|7|0|0
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Mumbai Indians Innings|innings_1|Hardik Pandya|not out|17|5|1|2
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Mumbai Indians Innings|innings_1|Mitchell McClenaghan|not out|0|0|0|0
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Royal Challengers Bangalore Innings|innings_2|Virat Kohli (c)|not out|92|62|7|4
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Royal Challengers Bangalore Innings|innings_2|Quinton de Kock (wk)|b McClenaghan|19|12|2|1
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Royal Challengers Bangalore Innings|innings_2|AB de Villiers|c Hardik Pandya b McClenaghan|1|2|0|0
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Royal Challengers Bangalore Innings|innings_2|Mandeep Singh|st Ishan Kishan b Krunal Pandya|16|14|1|0
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Royal Challengers Bangalore Innings|innings_2|Corey Anderson|c (sub)Duminy b Krunal Pandya|0|1|0|0
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Royal Challengers Bangalore Innings|innings_2|Washington Sundar|c Suryakumar Yadav b Krunal Pandya|7|8|1|0
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Royal Challengers Bangalore Innings|innings_2|Sarfaraz Khan|st (sub)Tare b Markande|5|6|1|0
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Royal Challengers Bangalore Innings|innings_2|Chris Woakes|c Krunal Pandya b Bumrah|11|11|0|1
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Royal Challengers Bangalore Innings|innings_2|Umesh Yadav|c Rohit b Bumrah|1|2|0|0
Mumbai Indians vs Royal Challengers Bangalore, 14th Match - Live Cricket Score, Commentary|2018-04-17|Wankhede Stadium,|Mumbai|Mumbai Indians won by 46 runs|Royal Challengers Bangalore Innings|innings_2|Mohammed Siraj|not out|8|3|0|1
Rajasthan Royals vs Kolkata Knight Riders, 15th Match - Live Cricket Score, Commentary|2018-04-18|Sawai Mansingh Stadium,|Jaipur|Kolkata Knight Riders won by 7 wkts|Rajasthan Royals Innings|innings_1|Ajinkya Rahane (c)|st Karthik b Nitish Rana|36|19|5|1
Rajasthan Royals vs Kolkata Knight Riders, 15th Match - Live Cricket Score, Commentary|2018-04-18|Sawai Mansingh Stadium,|Jaipur|Kolkata Knight Riders won by 7 wkts|Rajasthan Royals Innings|innings_1|D Arcy Short|b Nitish Rana|44|43|5|1
Rajasthan Royals vs Kolkata Knight Riders, 15th Match - Live Cricket Score, Commentary|2018-04-18|Sawai Mansingh Stadium,|Jaipur|Kolkata Knight Riders won by 7 wkts|Rajasthan Royals Innings|innings_1|Sanju Samson|c Kuldeep Yadav b Shivam Mavi|7|8|1|0
Rajasthan Royals vs Kolkata Knight Riders, 15th Match - Live Cricket Score, Commentary|2018-04-18|Sawai Mansingh Stadium,|Jaipur|Kolkata Knight Riders won by 7 wkts|Rajasthan Royals Innings|innings_1|Rahul Tripathi|c A Russell b Kuldeep Yadav|15|11|2|0
Rajasthan Royals vs Kolkata Knight Riders, 15th Match - Live Cricket Score, Commentary|2018-04-18|Sawai Mansingh Stadium,|Jaipur|Kolkata Knight Riders won by 7 wkts|Rajasthan Royals Innings|innings_1|Ben Stokes|c Nitish Rana b Chawla|14|11|0|1
Rajasthan Royals vs Kolkata Knight Riders, 15th Match - Live Cricket Score, Commentary|2018-04-18|Sawai Mansingh Stadium,|Jaipur|Kolkata Knight Riders won by 7 wkts|Rajasthan Royals Innings|innings_1|Jos Buttler (wk)|not out|24|18|2|0
Rajasthan Royals vs Kolkata Knight Riders, 15th Match - Live Cricket Score, Commentary|2018-04-18|Sawai Mansingh Stadium,|Jaipur|Kolkata Knight Riders won by 7 wkts|Rajasthan Royals Innings|innings_1|Krishnappa Gowtham|c Shivam Mavi b Tom Curran|12|7|0|1
Rajasthan Royals vs Kolkata Knight Riders, 15th Match - Live Cricket Score, Commentary|2018-04-18|Sawai Mansingh Stadium,|Jaipur|Kolkata Knight Riders won by 7 wkts|Rajasthan Royals Innings|innings_1|Shreyas Gopal|b Tom Curran|0|1|0|0
Rajasthan Royals vs Kolkata Knight Riders, 15th Match - Live Cricket Score, Commentary|2018-04-18|Sawai Mansingh Stadium,|Jaipur|Kolkata Knight Riders won by 7 wkts|Rajasthan Royals Innings|innings_1|Dhawal Kulkarni|run out (Shubman Gill/Shivam Mavi)|3|3|0|0
Rajasthan Royals vs Kolkata Knight Riders, 15th Match - Live Cricket Score, Commentary|2018-04-18|Sawai Mansingh Stadium,|Jaipur|Kolkata Knight Riders won by 7 wkts|Rajasthan Royals Innings|innings_1|Jaydev Unadkat|not out|0|0|0|0
Rajasthan Royals vs Kolkata Knight Riders, 15th Match - Live Cricket Score, Commentary|2018-04-18|Sawai Mansingh Stadium,|Jaipur|Kolkata Knight Riders won by 7 wkts|Kolkata Knight Riders Innings|innings_2|Sunil Narine|run out (Unadkat/Jos Buttler)|35|25|5|1
Rajasthan Royals vs Kolkata Knight Riders, 15th Match - Live Cricket Score, Commentary|2018-04-18|Sawai Mansingh Stadium,|Jaipur|Kolkata Knight Riders won by 7 wkts|Kolkata Knight Riders Innings|innings_2|Chris Lynn|b Gowtham|0|2|0|0
Rajasthan Royals vs Kolkata Knight Riders, 15th Match - Live Cricket Score, Commentary|2018-04-18|Sawai Mansingh Stadium,|Jaipur|Kolkata Knight Riders won by 7 wkts|Kolkata Knight Riders Innings|innings_2|Robin Uthappa|c Stokes b Gowtham|48|36|6|2
Rajasthan Royals vs Kolkata Knight Riders, 15th Match - Live Cricket Score, Commentary|2018-04-18|Sawai Mansingh Stadium,|Jaipur|Kolkata Knight Riders won by 7 wkts|Kolkata Knight Riders Innings|innings_2|Nitish Rana|not out|35|27|2|1
Rajasthan Royals vs Kolkata Knight Riders, 15th Match - Live Cricket Score, Commentary|2018-04-18|Sawai Mansingh Stadium,|Jaipur|Kolkata Knight Riders won by 7 wkts|Kolkata Knight Riders Innings|innings_2|Dinesh Karthik (c & wk)|not out|42|23|2|2
Kings XI Punjab vs Sunrisers Hyderabad, 16th Match - Live Cricket Score, Commentary|2018-04-19|Punjab Cricket Association IS Bindra Stadium,|Mohali|Kings XI Punjab won by 15 runs|Kings XI Punjab Innings|innings_1|Lokesh Rahul (wk)|lbw b Rashid Khan|18|21|3|0
Kings XI Punjab vs Sunrisers Hyderabad, 16th Match - Live Cricket Score, Commentary|2018-04-19|Punjab Cricket Association IS Bindra Stadium,|Mohali|Kings XI Punjab won by 15 runs|Kings XI Punjab Innings|innings_1|Chris Gayle|not out|104|63|1|11
Kings XI Punjab vs Sunrisers Hyderabad, 16th Match - Live Cricket Score, Commentary|2018-04-19|Punjab Cricket Association IS Bindra Stadium,|Mohali|Kings XI Punjab won by 15 runs|Kings XI Punjab Innings|innings_1|Mayank Agarwal|c Deepak Hooda b S Kaul|18|9|2|1
Kings XI Punjab vs Sunrisers Hyderabad, 16th Match - Live Cricket Score, Commentary|2018-04-19|Punjab Cricket Association IS Bindra Stadium,|Mohali|Kings XI Punjab won by 15 runs|Kings XI Punjab Innings|innings_1|Karun Nair|c Dhawan b Bhuvneshwar|31|21|3|1
Kings XI Punjab vs Sunrisers Hyderabad, 16th Match - Live Cricket Score, Commentary|2018-04-19|Punjab Cricket Association IS Bindra Stadium,|Mohali|Kings XI Punjab won by 15 runs|Kings XI Punjab Innings|innings_1|Aaron Finch|not out|14|6|1|1
Kings XI Punjab vs Sunrisers Hyderabad, 16th Match - Live Cricket Score, Commentary|2018-04-19|Punjab Cricket Association IS Bindra Stadium,|Mohali|Kings XI Punjab won by 15 runs|Sunrisers Hyderabad Innings|innings_2|Wriddhiman Saha (wk)|b Mohit Sharma|6|7|1|0
Kings XI Punjab vs Sunrisers Hyderabad, 16th Match - Live Cricket Score, Commentary|2018-04-19|Punjab Cricket Association IS Bindra Stadium,|Mohali|Kings XI Punjab won by 15 runs|Sunrisers Hyderabad Innings|innings_2|Shikhar Dhawan|retd hurt|0|1|0|0
Kings XI Punjab vs Sunrisers Hyderabad, 16th Match - Live Cricket Score, Commentary|2018-04-19|Punjab Cricket Association IS Bindra Stadium,|Mohali|Kings XI Punjab won by 15 runs|Sunrisers Hyderabad Innings|innings_2|Kane Williamson (c)|c Finch b Andrew Tye|54|41|3|2
Kings XI Punjab vs Sunrisers Hyderabad, 16th Match - Live Cricket Score, Commentary|2018-04-19|Punjab Cricket Association IS Bindra Stadium,|Mohali|Kings XI Punjab won by 15 runs|Sunrisers Hyderabad Innings|innings_2|Yusuf Pathan|b Mohit Sharma|19|13|3|0
Kings XI Punjab vs Sunrisers Hyderabad, 16th Match - Live Cricket Score, Commentary|2018-04-19|Punjab Cricket Association IS Bindra Stadium,|Mohali|Kings XI Punjab won by 15 runs|Sunrisers Hyderabad Innings|innings_2|Manish Pandey|not out|57|42|3|1
Kings XI Punjab vs Sunrisers Hyderabad, 16th Match - Live Cricket Score, Commentary|2018-04-19|Punjab Cricket Association IS Bindra Stadium,|Mohali|Kings XI Punjab won by 15 runs|Sunrisers Hyderabad Innings|innings_2|Deepak Hooda|c (sub)Manoj Tiwary b Andrew Tye|5|5|0|0
Kings XI Punjab vs Sunrisers Hyderabad, 16th Match - Live Cricket Score, Commentary|2018-04-19|Punjab Cricket Association IS Bindra Stadium,|Mohali|Kings XI Punjab won by 15 runs|Sunrisers Hyderabad Innings|innings_2|Shakib Al Hasan|not out|24|12|1|2
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Chennai Super Kings Innings|innings_1|Shane Watson|c Jos Buttler b Laughlin|106|57|9|6
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Chennai Super Kings Innings|innings_1|Ambati Rayudu|c Jos Buttler b Laughlin|12|8|2|0
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Chennai Super Kings Innings|innings_1|Suresh Raina|c Gowtham b Shreyas Gopal|46|29|9|0
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Chennai Super Kings Innings|innings_1|MS Dhoni (c & wk)|c Gowtham b Shreyas Gopal|5|3|1|0
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Chennai Super Kings Innings|innings_1|Sam Billings|c Stokes b Shreyas Gopal|3|7|0|0
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Chennai Super Kings Innings|innings_1|Dwayne Bravo|not out|24|16|4|0
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Chennai Super Kings Innings|innings_1|Ravindra Jadeja|not out|2|1|0|0
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Rajasthan Royals Innings|innings_2|Ajinkya Rahane (c)|b D Chahar|16|11|1|1
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Rajasthan Royals Innings|innings_2|Heinrich Klaasen|b SN Thakur|7|7|1|0
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Rajasthan Royals Innings|innings_2|Sanju Samson|c Karn Sharma b D Chahar|2|3|0|0
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Rajasthan Royals Innings|innings_2|Ben Stokes|c Billings b Tahir|45|37|3|1
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Rajasthan Royals Innings|innings_2|Jos Buttler (wk)|c Tahir b DJ Bravo|22|17|1|1
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Rajasthan Royals Innings|innings_2|Rahul Tripathi|c Billings b DJ Bravo|5|5|0|0
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Rajasthan Royals Innings|innings_2|Stuart Binny|c & b SN Thakur|10|8|1|0
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Rajasthan Royals Innings|innings_2|Krishnappa Gowtham|c Dhoni b Watson|1|2|0|0
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Rajasthan Royals Innings|innings_2|Shreyas Gopal|not out|8|10|0|0
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Rajasthan Royals Innings|innings_2|Jaydev Unadkat|b Karn Sharma|16|10|3|0
Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary|2018-04-20|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 64 runs|Rajasthan Royals Innings|innings_2|Ben Laughlin|c Dhoni b Karn Sharma|0|1|0|0
Kolkata Knight Riders vs Kings XI Punjab, 18th Match - Live Cricket Score, Commentary|2018-04-21|Eden Gardens,|Kolkata|Kings XI Punjab won by 9 wkts (DLS method)|Kolkata Knight Riders Innings|innings_1|Chris Lynn|c Rahul b Andrew Tye|74|41|6|4
Kolkata Knight Riders vs Kings XI Punjab, 18th Match - Live Cricket Score, Commentary|2018-04-21|Eden Gardens,|Kolkata|Kings XI Punjab won by 9 wkts (DLS method)|Kolkata Knight Riders Innings|innings_1|Sunil Narine|c Nair b Mujeeb|1|4|0|0
Kolkata Knight Riders vs Kings XI Punjab, 18th Match - Live Cricket Score, Commentary|2018-04-21|Eden Gardens,|Kolkata|Kings XI Punjab won by 9 wkts (DLS method)|Kolkata Knight Riders Innings|innings_1|Robin Uthappa|c Nair b Ashwin|34|23|5|1
Kolkata Knight Riders vs Kings XI Punjab, 18th Match - Live Cricket Score, Commentary|2018-04-21|Eden Gardens,|Kolkata|Kings XI Punjab won by 9 wkts (DLS method)|Kolkata Knight Riders Innings|innings_1|Nitish Rana|run out (Rajpoot/Rahul)|3|5|0|0
Kolkata Knight Riders vs Kings XI Punjab, 18th Match - Live Cricket Score, Commentary|2018-04-21|Eden Gardens,|Kolkata|Kings XI Punjab won by 9 wkts (DLS method)|Kolkata Knight Riders Innings|innings_1|Dinesh Karthik (c & wk)|c Andrew Tye b Barinder|43|28|6|0
Kolkata Knight Riders vs Kings XI Punjab, 18th Match - Live Cricket Score, Commentary|2018-04-21|Eden Gardens,|Kolkata|Kings XI Punjab won by 9 wkts (DLS method)|Kolkata Knight Riders Innings|innings_1|Andre Russell|c Nair b Barinder|10|7|2|0
Kolkata Knight Riders vs Kings XI Punjab, 18th Match - Live Cricket Score, Commentary|2018-04-21|Eden Gardens,|Kolkata|Kings XI Punjab won by 9 wkts (DLS method)|Kolkata Knight Riders Innings|innings_1|Shubman Gill|not out|14|8|2|0
Kolkata Knight Riders vs Kings XI Punjab, 18th Match - Live Cricket Score, Commentary|2018-04-21|Eden Gardens,|Kolkata|Kings XI Punjab won by 9 wkts (DLS method)|Kolkata Knight Riders Innings|innings_1|Tom Curran|c Rajpoot b Andrew Tye|1|3|0|0
Kolkata Knight Riders vs Kings XI Punjab, 18th Match - Live Cricket Score, Commentary|2018-04-21|Eden Gardens,|Kolkata|Kings XI Punjab won by 9 wkts (DLS method)|Kolkata Knight Riders Innings|innings_1|Piyush Chawla|not out|2|2|0|0
Kolkata Knight Riders vs Kings XI Punjab, 18th Match - Live Cricket Score, Commentary|2018-04-21|Eden Gardens,|Kolkata|Kings XI Punjab won by 9 wkts (DLS method)|Kings XI Punjab Innings|innings_2|Lokesh Rahul (wk)|c Tom Curran b Narine|60|27|9|2
Kolkata Knight Riders vs Kings XI Punjab, 18th Match - Live Cricket Score, Commentary|2018-04-21|Eden Gardens,|Kolkata|Kings XI Punjab won by 9 wkts (DLS method)|Kings XI Punjab Innings|innings_2|Chris Gayle|not out|62|38|5|6
Kolkata Knight Riders vs Kings XI Punjab, 18th Match - Live Cricket Score, Commentary|2018-04-21|Eden Gardens,|Kolkata|Kings XI Punjab won by 9 wkts (DLS method)|Kings XI Punjab Innings|innings_2|Mayank Agarwal|not out|2|2|0|0
Royal Challengers Bangalore vs Delhi Daredevils, 19th Match - Live Cricket Score, Commentary|2018-04-21|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 6 wkts|Delhi Daredevils Innings|innings_1|Jason Roy|b Chahal|5|16|0|0
Royal Challengers Bangalore vs Delhi Daredevils, 19th Match - Live Cricket Score, Commentary|2018-04-21|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 6 wkts|Delhi Daredevils Innings|innings_1|Gautam Gambhir (c)|c Chahal b Umesh|3|10|0|0
Royal Challengers Bangalore vs Delhi Daredevils, 19th Match - Live Cricket Score, Commentary|2018-04-21|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 6 wkts|Delhi Daredevils Innings|innings_1|Shreyas Iyer|c Siraj b Washington Sundar|52|31|4|3
Royal Challengers Bangalore vs Delhi Daredevils, 19th Match - Live Cricket Score, Commentary|2018-04-21|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 6 wkts|Delhi Daredevils Innings|innings_1|Rishabh Pant (wk)|c de Villiers b CJ Anderson|85|48|6|7
Royal Challengers Bangalore vs Delhi Daredevils, 19th Match - Live Cricket Score, Commentary|2018-04-21|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 6 wkts|Delhi Daredevils Innings|innings_1|Glenn Maxwell|c Siraj b Chahal|4|6|0|0
Royal Challengers Bangalore vs Delhi Daredevils, 19th Match - Live Cricket Score, Commentary|2018-04-21|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 6 wkts|Delhi Daredevils Innings|innings_1|Rahul Tewatia|not out|13|9|3|0
Royal Challengers Bangalore vs Delhi Daredevils, 19th Match - Live Cricket Score, Commentary|2018-04-21|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 6 wkts|Delhi Daredevils Innings|innings_1|Chris Morris|not out|0|0|0|0
Royal Challengers Bangalore vs Delhi Daredevils, 19th Match - Live Cricket Score, Commentary|2018-04-21|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 6 wkts|Royal Challengers Bangalore Innings|innings_2|Quinton de Kock (wk)|run out (Vijay Shankar/Pant)|18|16|1|1
Royal Challengers Bangalore vs Delhi Daredevils, 19th Match - Live Cricket Score, Commentary|2018-04-21|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 6 wkts|Royal Challengers Bangalore Innings|innings_2|Manan Vohra|c Roy b Maxwell|2|5|0|0
Royal Challengers Bangalore vs Delhi Daredevils, 19th Match - Live Cricket Score, Commentary|2018-04-21|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 6 wkts|Royal Challengers Bangalore Innings|innings_2|Virat Kohli (c)|c Boult b Harshal Patel|30|26|2|1
Royal Challengers Bangalore vs Delhi Daredevils, 19th Match - Live Cricket Score, Commentary|2018-04-21|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 6 wkts|Royal Challengers Bangalore Innings|innings_2|AB de Villiers|not out|90|39|1|5
